company,company_id,review_id,summary,pros,cons,rating,job_title,review_datetime,employment_status,is_current_employee,location,career_opportunities_rating,compensation_and_benefits_rating,recommend_to_friend_rating,senior_management_rating,work_life_balance_rating,language,advice_to_management,keyword_count
TP,9779,102535685,Bueno,"Buen ambiente laboral 
Buenas campañas
Pagan a tiempo",Campañas con bonos prometidos difícil casi imposible de alcanzar,2,Agent,2026-01-28 13:38:52.873000+00:00,REGULAR,True,"Lima, Lima Region",2,2,POSITIVE,2,1,eng,Nada,0
TP,9779,102535430,And environment that encourages friendship,"As far as my personal experience, the people are nice. The whole training process was a good experience that combined new friendships and knowledge.",Probably the work hours are a bit longer than I'd like.,4,Operations Costumer Expert I,2026-01-28 13:26:00.747000+00:00,REGULAR,True,"Lima, Lima Region",3,4,POSITIVE,4,4,eng,-,0
TP,9779,102535290,Survey,"Flexible hours
Good benefits
Good work environment","Small premises
Too much traffic to get here
No areas for resting",5,Customer Service Representative,2026-01-28 13:19:02.217000+00:00,REGULAR,True,"Lima, Lima Region",5,5,POSITIVE,5,5,eng,n/a,0
TP,9779,102535215,Great place to work .,"Good benefits
Good Work environment","Location
Location
Location 
Location
Location",5,agente callcenter,2026-01-28 13:16:16.137000+00:00,REGULAR,True,"Lima, Lima Region",4,4,POSITIVE,4,4,eng,n/a,0
TP,9779,102535204,"Buena flexibilidad horaria, mala gestión de personal.","Flexibilidad horaria con estudios
Beneficios diversos
Ubicación céntrica","Mala gestión de personal
Desconexión forzada del exterior
Alta rotación de staff",5,Agent,2026-01-28 13:15:28.360000+00:00,REGULAR,True,"Lima, Lima Region",4,4,POSITIVE,3,2,eng,"Sueldos más competitivos, métricas más claras, mejor gestión de agentes.",0
TP,9779,102533740,Great place to work,"Buena empresa para trabajar, flexibles",Algo apartado el lugar de trabajo,5,Content Moderator,2026-01-28 12:07:44.213000+00:00,REGULAR,True,"Bogotá, Bogota",,5,,5,4,eng,n/a,0
TP,9779,102533647,Emotions and Experience Activity,Fue una actividad muy dinámica y divertida que ayuda a salir de la monotonía y recargar energías para continuar,No veo ningún contra en la actividad,5,Content Moderator,2026-01-28 12:04:14.503000+00:00,REGULAR,True,"Bogotá, Bogota",5,5,POSITIVE,5,5,eng,"No hay ninguno, la actividad fue muy completa",0
TP,9779,102533622,Buen ambiente laboral,"La empresa cuenta con un buen ambiente laboral, diversas actividades y apoyos.",Dan poco tiempo de break.,5,Operations Customer Expert 1,2026-01-28 12:03:08.967000+00:00,REGULAR,True,"Bogotá, Bogota",4,5,POSITIVE,5,4,eng,Mejorar un poco el tiempo de descanso.,0
TP,9779,102533610,Excelente,Un excelente ambiente laboral que se preocupa por sus empleados,Más dinamismo respecto a la elección de horarios,5,Content Moderator,2026-01-28 12:02:18.947000+00:00,REGULAR,True,"Bogotá, Bogota",5,5,POSITIVE,5,5,eng,No reducir beneficios para los empleados,0
TP,9779,102533605,Good laboral environment,Good place to work 👍🏽,"Anything, everything is ok and cool",5,Content Moderator,2026-01-28 12:02:04.830000+00:00,REGULAR,True,"Bogotá, Bogota",5,5,POSITIVE,5,5,eng,n/a,0
TP,9779,102533578,Excelente ambiente laboral,Las actividades a realizar considero son adecuadas para mantener un espacio laboral sano y activo.,Las actividades podrían incluir el ámbito conversacional para fortalecer el juego y la dinámica.,5,Content Moderator,2026-01-28 12:01:06.477000+00:00,REGULAR,True,"Bogotá, Bogota",5,4,POSITIVE,5,5,eng,Sugiero dedicar un espacio un poco más prolongado para este tipo de dinámicas.,0
TP,9779,102533570,Tp sup review,"You have excellent benefits as worker in Tp, the work environment is great, the payment is puntual and nice.",Some of the benefits are not working currently.,4,Supervisor,2026-01-28 12:00:38.567000+00:00,CONTRACT,True,"Bogota, Cundinamarca",4,5,POSITIVE,4,3,eng,n/a,0
TP,9779,102533546,Good laboral enviroment,Pretty good enviroment and people,"Everything was awesome, nothing to complaint",5,,2026-01-28 11:59:41.583000+00:00,REGULAR,True,,5,5,POSITIVE,5,5,eng,No,0
TP,9779,102533540,Buen ambiente laboral,"Lindas instalaciones y excelente ambiente, muy tranquilo y cómodo",Cómo sugerencia me gustaría más conversación,4,Content Moderator,2026-01-28 11:59:21.727000+00:00,REGULAR,True,,,,,,,eng,n/a,0
TP,9779,102533529,Great and funny time at work,It's great to have fun at work and know coworkers that can become great friends,There are any cons for this,5,Content Moderator,2026-01-28 11:59:12.573000+00:00,REGULAR,True,"Bogotá, Bogota",5,5,POSITIVE,5,5,eng,Any,0
TP,9779,102527713,Great if you need just anything and fast,The timeline from applying to getting hired was really fast. The interview was one of the easiest I've experienced as there were no real interview questions. I was only asked about my internet at home and when I could start.,"The company is very disorganized, the training is not as in depth as it should be, and the management team is horrible. There is no communication and they have a fake ""open-door"" policy. The pay is minimum and they try to force you into promotions w/o pay increases.",2,,2026-01-28 07:45:11.813000+00:00,REGULAR,False,,,,,,,eng,n/a,0
TP,9779,102521047,Feedback,Good environment and echo friendly,"So far my first day, everything was smooth",4,Customer Service Representative (CSR),2026-01-28 01:08:25.723000+00:00,REGULAR,True,,4,4,POSITIVE,4,4,eng,n/a,0
TP,9779,102515491,Terrible job,"Good training program and instructors,",Terrible work environment. Will let you go for not making sales.,1,,2026-01-27 17:26:22.707000+00:00,REGULAR,False,,,,,,,eng,n/a,0
TP,9779,102512762,Great Oppurtunity,"Flexible schedule, opportunity to advance, work from home environment.",I would really appreciate more competitive wages.,3,Desktop Support Technician,2026-01-27 14:17:45.170000+00:00,REGULAR,True,"El Paso, TX",,,,,,eng,Consider the workload of a position when considering the pay rate.,0
TP,9779,102511558,Working at TP,"Guarantee 40 hours
Working environment is great","Not enough OT, but still a great job place to work.",5,Desktop and Site Support Technician II,2026-01-27 13:11:55.100000+00:00,REGULAR,True,"Warren, MI",5,4,POSITIVE,5,5,eng,Keep up with the great work that you do.,0
TP,9779,102508846,Good starting point,Good work life balance and work hours,Lots of micromanaging with unrealistic expectations and targets,2,Digital Marketing Specialist,2026-01-27 10:58:46.277000+00:00,REGULAR,True,"Toronto, ON",1,1,NEGATIVE,1,5,eng,n/a,0
TP,9779,102507942,Buena empresa y rápida para los procesos,"- Mi campaña ofrecia un entrenamiento preciso y muy práctico
- Los entrenadores muy comprensivos y serviciales
- El pequeño espacio de adaptación a operaciones fue muy útil","- La campaña presenta un alto flujo de llamadas que pueden durar hasta dos horas cada una
- No se puede colgar las llamadas antes de que el cliente acabe el servicio, por lo que la mayoría de días debí hacer tiempo extra",4,Interpretor,2026-01-27 10:21:46.190000+00:00,PART_TIME,False,"Cali, Valle del Cauca",,,,,,eng,n/a,0
TP,9779,102507708,trash,they pay good &amp; have daily pay. training is paid as well,they will fire you without notice or reason,1,Field Representative,2026-01-27 10:12:24.713000+00:00,TEMPORARY,False,"Lakeland Highlands, FL",1,4,,1,1,eng,n/a,0
TP,9779,102506279,Ventas,"Me gusta el espacio, el ambiente de trabajo y la metodología de pago",La variación entre campañas no te garantiza un empleo cuando te interesa permanecer durante mucho tiempo.,5,Operations Customer Expert I,2026-01-27 09:13:34.663000+00:00,REGULAR,True,"Bogotá, Bogota",5,5,POSITIVE,5,5,eng,n/a,0
TP,9779,102505396,Info,El crecimiento que permite en la empresa,Que falta fortalecer varios proyectos,4,Administrator,2026-01-27 08:39:01.610000+00:00,CONTRACT,True,"Bogotá, Bogota",4,4,POSITIVE,4,4,eng,Implementar mas procesos,0
TP,9779,102505362,Buen trabajo,Es una compañía que brinda estabilidad a las personas,El acceso a los ascensores son tediosos,5,Customer Service Representative,2026-01-27 08:37:52.580000+00:00,REGULAR,True,"Bogotá, Bogota",4,4,POSITIVE,4,4,eng,Hacer más actividades lúdicas,0
TP,9779,102505341,Espacios cómodos,Buenos espacios y oportunidades para primer empleo.,"Algunos horarios, bajos salarios que manejan algunas campañas",4,Costumer Service,2026-01-27 08:37:22.907000+00:00,REGULAR,True,"Bogotá, Bogota",4,4,POSITIVE,3,3,eng,Manejar la parte de los salarios para las campañas bilingües,0
TP,9779,102504051,No thinking Human,"Free coffee machine, well structured training program","No thinking in their employees as human, do not take care of their talent like if they could have so much interested people in line",2,Customer Service Representative,2026-01-27 07:42:55.077000+00:00,REGULAR,False,"Bogotá, Bogota",1,4,NEGATIVE,1,2,eng,"Understanding how humans works, why the dissconection moments are importante, 30 min lunch for a place with ovens and lockers away from workplace is not friendly",0
TP,9779,102501869,Overall good,Good career progression with clear targets,"Not many cons, high turnover",4,Technical Support - Genius Bar,2026-01-27 06:07:56.607000+00:00,REGULAR,False,"San Jose, San Jose",,,,,,eng,n/a,0
TP,9779,102495677,Worst place,Yes no and sometimes yes,Rien a signaling  cause lelo faux,5,Customer Service Representative,2026-01-27 00:18:51.137000+00:00,REGULAR,True,"Athens, Athens, Attica",,,,,,eng,n/a,0
TP,9779,102495677,Worst place,Yes no and sometimes yes,Rien a signaling  cause lelo faux,5,Customer Service Representative,2026-01-27 00:18:51.137000+00:00,REGULAR,True,"Athens, Athens, Attica",,,,,,eng,n/a,0
TP,9779,102473028,Experience,Good salary good commission transportation allowance,"Sme's rudeness and unhelpfullnes, stressfull jop,working hours to match us timing,",3,Customer Service Representative,2026-01-25 23:13:27.480000+00:00,REGULAR,False,"Cairo, Cairo Governorate",2,4,NEGATIVE,2,1,eng,n/a,0
TP,9779,102472941,Don’t bother,Free coffee while on site,Literally anything and everything you can think of,1,Customer Service Representative (CSR),2026-01-25 23:01:59.783000+00:00,REGULAR,False,"Waterloo, ON",,,,,,eng,Do better,0
TP,9779,102472828,Toxic,"Remote, flexible , diversity,good, people","Low pay

High stress

Angry customers

Strict rules

Repetitive work

Burnout risk

Limited growth

Tough schedules

Constant monitoring",2,Specialist,2026-01-25 22:45:11.487000+00:00,PART_TIME,True,"Montreal, QC",1,1,,1,1,eng,n/a,3
TP,9779,102468705,Una buena opción solo para comenzar,Los pagos se hacen a tiempo y son cumplidos con las prestaciones,El trabajo es muy pesado y la paga no es tan buena,3,Customer Service Representative (CSR),2026-01-25 14:01:18.077000+00:00,REGULAR,True,"Colombia, Cundinamarca",,,,,,eng,n/a,0
TP,9779,102466414,Only good for CV,"Stable-ish position, Good as a first interpreting job and they train you before you start.","0 life-work balance, They Pay poorly for what you do. The staff has zero communication among themselves and they have questionable policies.",3,Interpreter,2026-01-25 10:03:26.097000+00:00,REGULAR,True,,3,3,NEGATIVE,2,1,eng,"Improve the communication between team leaders, increase the pay and just in general take more care of your employees.",0
TP,9779,102466222,Review,"Punctual 
salary
International envriroment
14 salaries","Low pay and
Repetitive job",3,Customer Service Representative,2026-01-25 09:43:59.820000+00:00,REGULAR,False,"Thessaloníki, Western Macedonia",,,,,,eng,n/a,0
TP,9779,102465580,Supportive Peers,Teleperformance Good tech support learning.,Sometimes Call pressure builds resilience.,5,Technical Helpdesk,2026-01-25 08:38:25.360000+00:00,REGULAR,True,SAS Nagar,5,5,POSITIVE,5,5,eng,n/a,0
TP,9779,102465450,Consistent Learning,Client handling builds confidence and bond.,High expectations grow communication skills.,5,Client Relations Executive,2026-01-25 08:24:58.433000+00:00,REGULAR,True,Mumbai,5,5,POSITIVE,5,5,eng,n/a,0
TP,9779,102465340,Good Team Environment,Training coordination exposure is helpful.,Tight schedule' s improve organisation.,5,Learning Coordinator,2026-01-25 08:11:31.387000+00:00,REGULAR,True,Bengaluru,5,5,POSITIVE,5,5,eng,n/a,0
TP,9779,102465243,Encouraging Workplace,Tool exposure and workflow clarity.,company System lag improves patience.,5,CRM Executive,2026-01-25 08:00:42.987000+00:00,REGULAR,True,Chennai,5,5,POSITIVE,5,5,eng,n/a,0
TP,9779,102465168,Skill Growth Role,Great Team coordination experience gained.,Good Peak rush builds leadership.,5,Floor Coordinator,2026-01-25 07:52:19.597000+00:00,REGULAR,True,"Gurgaon, Haryana",5,5,POSITIVE,5,,eng,n/a,0
TP,9779,102465122,Nice Office Vibes,Clear QA framework and learning.,Strict checks enhance consistency here.,5,Quality Reviewer,2026-01-25 07:46:56.477000+00:00,REGULAR,True,SAS Nagar,5,5,POSITIVE,5,5,eng,n/a,0
TP,9779,102465051,Healthy Team Culture,Good customer interaction and coaching.,Everytime Target s motivate performance.,5,Customer Success Executive,2026-01-25 07:38:33.787000+00:00,REGULAR,True,"Jaipur, Assam",5,5,POSITIVE,5,5,eng,n/a,0
TP,9779,102464989,Learning Focused Role,Planning exposure is valuable in Teleperformance.,Ofc Shift rotations improve adaptability.,5,Scheduling Analyst,2026-01-25 07:33:22.120000+00:00,REGULAR,True,Bengaluru,5,5,POSITIVE,5,5,eng,n/a,0
TP,9779,102464966,Good Corporate Start,Structured HR processes and teamwork.,Slow approvals teach patience here.,5,HR Operations - Executive,2026-01-25 07:31:21.300000+00:00,REGULAR,True,Indore,5,5,POSITIVE,5,5,eng,n/a,0
TP,9779,102464935,Supportive Work Space,Direct client exposure with support.,some times Pressure builds professionalism .,5,Client Support Associate,2026-01-25 07:28:10.820000+00:00,REGULAR,True,Pune,5,5,POSITIVE,5,5,eng,n/a,0
TP,9779,102464899,Strong Team Bond,Strong reporting tools and guidance.,Detailed reports sharpen accuracy in TP .,5,Reporting Analyst,2026-01-25 07:25:24.433000+00:00,REGULAR,True,Chennai,5,5,POSITIVE,5,5,eng,n/a,0
TP,9779,102464879,Fast Paced Learning,Helpful seniors and tech learning.,Long shifts improve endurance here.,5,Service Desk Analyst,2026-01-25 07:22:56.367000+00:00,REGULAR,True,Vadodara,5,5,POSITIVE,5,5,eng,n/a,0
TP,9779,102464717,Great Team Support,Good forecasting experience in this company.,Busy schedules build strategy thinking.,5,Workforce Planner,2026-01-25 07:02:40.863000+00:00,REGULAR,True,"Āgra, Uttar Pradesh",5,5,POSITIVE,5,5,eng,n/a,0
TP,9779,102464935,Supportive Work Space,Direct client exposure with support.,some times Pressure builds professionalism .,5,Client Support Associate,2026-01-25 07:28:10.820000+00:00,REGULAR,True,Pune,5,5,POSITIVE,5,5,eng,n/a,0
TP,9779,102464899,Strong Team Bond,Strong reporting tools and guidance.,Detailed reports sharpen accuracy in TP .,5,Reporting Analyst,2026-01-25 07:25:24.433000+00:00,REGULAR,True,Chennai,5,5,POSITIVE,5,5,eng,n/a,0
TP,9779,102464879,Fast Paced Learning,Helpful seniors and tech learning.,Long shifts improve endurance here.,5,Service Desk Analyst,2026-01-25 07:22:56.367000+00:00,REGULAR,True,Vadodara,5,5,POSITIVE,5,5,eng,n/a,0
TP,9779,102464717,Great Team Support,Good forecasting experience in this company.,Busy schedules build strategy thinking.,5,Workforce Planner,2026-01-25 07:02:40.863000+00:00,REGULAR,True,"Āgra, Uttar Pradesh",5,5,POSITIVE,5,5,eng,n/a,0
TP,9779,102464707,Solid Experience,Clear quality standards and learning opportunities.,"Reviews are strict, but improve performance.",5,Quality Analyst,2026-01-25 07:01:54.377000+00:00,REGULAR,True,Calcutta,5,5,POSITIVE,,5,eng,n/a,0
TP,9779,102464641,Friendly Workplace,Great leadership exposure and strong team bonding.,"Workload rises, yet builds management skills.",5,Team Leader,2026-01-25 06:55:33.697000+00:00,REGULAR,True,Noida,5,5,POSITIVE,5,5,eng,n/a,0
TP,9779,102464629,Structured Learning,Organised work culture and helpful peers.,Paperwork teaches process flow here .,5,Admin Executive,2026-01-25 06:54:19.167000+00:00,REGULAR,True,SAS Nagar,5,5,POSITIVE,5,5,eng,n/a,0
TP,9779,102464607,Good Career Start,Nice workplace culture and cooperative staff. HR tools are decent.,"Approvals take time, but processes are structured.",5,HR-Executive,2026-01-25 06:51:38.990000+00:00,REGULAR,True,"Jaipur, Rajasthan",5,5,POSITIVE,5,,eng,n/a,0
TP,9779,102464565,Good Choice,"People nice, work interesting, happy here.",Busy days feel tiring .,5,Customer Support Associate,2026-01-25 06:46:22.880000+00:00,REGULAR,True,Noida,5,5,POSITIVE,,,eng,n/a,0
TP,9779,102464533,Career Path,Hard work leads to promotion chances.,Promotion takes time but fair.,5,Team Leader Operations,2026-01-25 06:42:55.130000+00:00,REGULAR,True,"Gurgaon, Haryana",5,5,POSITIVE,5,,eng,n/a,0
TP,9779,102462779,It was great experience working at TP.,Good working environment and nice work.,I am not sure about cons.,4,Customer Service Representative,2026-01-25 02:05:53.710000+00:00,REGULAR,False,Indore,,,,,,eng,n/a,0
TP,9779,102462692,great company,The culture and the workers are great,Nothing but the lockers are to confusing hahahaah,5,Customer Service Experts,2026-01-25 01:46:27.630000+00:00,REGULAR,True,Cebu City,5,5,POSITIVE,5,5,eng,they are great and accommodating,0
TP,9779,102462391,Supportive Team,Fast-paced work with good exposure. Colleagues are very supportive.,High call volume builds resilience over time.,5,Non Voice Process Associate,2026-01-25 00:45:15.953000+00:00,REGULAR,True,Agrana Jarara,5,5,POSITIVE,5,5,eng,n/a,0
TP,9779,102462371,Great Learning Place,Friendly team and helpful managers. Training was smooth and supportive.,"Shifts can be long sometimes, but learning is strong.",5,Customer Support Executive,2026-01-25 00:40:28.037000+00:00,REGULAR,True,SAS Nagar,5,5,POSITIVE,5,5,eng,Na,0
TP,9779,102461684,Best for Support,Great work environment to work on.,No cabs for boys in the company,4,Customer Service Representative (CSR),2026-01-24 22:16:43.130000+00:00,REGULAR,True,"Mohali, Punjab",4,4,POSITIVE,4,3,eng,n/a,0
TP,9779,102461380,Auto approve,ID distribution and card pass,Instant approval faster access to services,5,Customer Service Expert,2026-01-24 21:24:14.630000+00:00,REGULAR,True,Cebu City,5,5,POSITIVE,5,5,eng,n/a,0
TP,9779,102461070,Grateful,The benefits and the incentives,For me I think the cafeteria in each floor that needs to have a coffee machine and also extra chair in the 7th floor,5,Customer Service Representative (CSR),2026-01-24 20:27:08.490000+00:00,REGULAR,True,,5,5,POSITIVE,5,4,eng,n/a,0
TP,9779,102459415,Review,"Newbie friendly, colleagues approachable and knowledgeable",No cons encounter at all,5,Customer Service Experts,2026-01-24 15:46:03.067000+00:00,REGULAR,True,Davao,5,4,POSITIVE,4,4,eng,n/a,0
TP,9779,102459059,Good,Good place for working full time,Its same like any other company.,5,Client Service Representative,2026-01-24 14:53:14.407000+00:00,REGULAR,True,,5,,,,,eng,n/a,0
TP,9779,102457536,Fast paced client centric,"Work from home , good leadership",Focus on maximising quantity of cases with maintaining quality,4,Operations Customer Expert 1,2026-01-24 11:35:33.070000+00:00,REGULAR,True,"Edinburgh, Scotland",4,3,POSITIVE,3,3,eng,n/a,0
GOOGLE,9079,102542311,Don't join contract,Ijp Schedule Ot incentives Hike,"Politics, Language preference Break time is 45 minutes",4,Customer Support,2026-01-28 20:59:41.210000+00:00,CONTRACT,True,Marathahalli,4,4,POSITIVE,4,4,eng,Increase 1 hour break to 1 hour 15 minutes,0
GOOGLE,9079,102541104,Fairly good workplace,"Job stability once you get a permanent full-time contract
Reasonable perks
Efficient HR responses
Good facilities",Not too much flexibility with working hours,4,Customer Service Representative,2026-01-28 19:29:30.707000+00:00,REGULAR,True,"Toronto, ON",4,2,POSITIVE,5,2,eng,n/a,0
GOOGLE,9079,102540524,Good,excellent salary for a student for just knowing how to speak english,"depends on the account you are working for 
my account cons were achieving and still getting asked for more and the bad management",4,Customer Service Representative,2026-01-28 18:48:34.713000+00:00,REGULAR,False,"Cairo, Cairo Governorate",,,,,,eng,be easy on your employees,1
GOOGLE,9079,102540082,Its not a bad position,"work from home, good breaks good hours plenty of OT if you want it.","quota set too high, limited timeframes for calls and after calls, not enough suppoer for new agents on the floor, no choice in all the OT or when we do the OT, way too hard to get commission",3,OnStar BBWC Advisor,2026-01-28 18:17:53.777000+00:00,REGULAR,True,"Fort Wayne, IN",1,2,NEGATIVE,3,2,eng,give more options on when mandated OT can be done more help to new agents,1
GOOGLE,9079,102535899,Mis comentarios,Maquina de cafe y aire acondicionado,"Pocos breaks, y maquina esta desabastecida",4,Customer Service Agent,2026-01-28 13:48:20.867000+00:00,REGULAR,True,"Lima, Lima Region",4,4,POSITIVE,4,4,eng,n/a,0
GOOGLE,9079,102535874,La mejor primera experiencia,"Excelente trato a su empleados y horarios flexibles, buenos beneficios.",Si vives un poco lejos puede que sea un poco difícil el tramo para llegar al site pero ya que cuentan con diferentes sedes en la ciudad no sería tan complicado.,5,Customer Service Agent,2026-01-28 13:47:10.337000+00:00,REGULAR,True,"Lima, Lima Region",5,5,POSITIVE,5,5,eng,n/a,0
GOOGLE,9079,102535853,Encuesta,Muy buen ambiente de trabajo!,El aire acondicionado a veces es muy frío,5,Agent,2026-01-28 13:46:36.177000+00:00,REGULAR,True,"Lima, Lima Region",5,5,POSITIVE,5,5,eng,n/a,0
GOOGLE,9079,102535837,Experience,"Best place to work, good environment",El Aire acondicionado muy fuerte,5,Customer Service Agent,2026-01-28 13:45:56.243000+00:00,REGULAR,True,"Lima, Lima Region",5,5,POSITIVE,5,5,eng,Es bueno por ahora,0
GOOGLE,9079,102535835,Review,"Planilla
Seguro
Aprendes sobre otras culturas y aumentas tu vocabulario","No hay restaurante 
Está un poco lejos de mi casa 😔",5,Agent,2026-01-28 13:45:50.027000+00:00,REGULAR,True,"Lima, Lima Region",5,5,POSITIVE,5,5,eng,Implementen un restaurante (no tan caro porfa) una alianza con Sodexo o algo así,0
GOOGLE,9079,102535810,Agents Experience,"Nice trainers, air condirtioning, nice coworkers and amazing security",Away from home and university,5,Agent,2026-01-28 13:44:50.863000+00:00,REGULAR,True,"Lima, Lima Region",5,5,POSITIVE,5,5,eng,n/a,0
GOOGLE,9079,102535685,Bueno,"Buen ambiente laboral 
Buenas campañas
Pagan a tiempo",Campañas con bonos prometidos difícil casi imposible de alcanzar,2,Agent,2026-01-28 13:38:52.873000+00:00,REGULAR,True,"Lima, Lima Region",2,2,POSITIVE,2,1,eng,Nada,0
GOOGLE,9079,102535430,And environment that encourages friendship,"As far as my personal experience, the people are nice. The whole training process was a good experience that combined new friendships and knowledge.",Probably the work hours are a bit longer than I'd like.,4,Operations Costumer Expert I,2026-01-28 13:26:00.747000+00:00,REGULAR,True,"Lima, Lima Region",3,4,POSITIVE,4,4,eng,-,0
GOOGLE,9079,102535290,Survey,"Flexible hours
Good benefits
Good work environment","Small premises
Too much traffic to get here
No areas for resting",5,Customer Service Representative,2026-01-28 13:19:02.217000+00:00,REGULAR,True,"Lima, Lima Region",5,5,POSITIVE,5,5,eng,n/a,0
GOOGLE,9079,102535215,Great place to work .,"Good benefits
Good Work environment","Location
Location
Location 
Location
Location",5,agente callcenter,2026-01-28 13:16:16.137000+00:00,REGULAR,True,"Lima, Lima Region",4,4,POSITIVE,4,4,eng,n/a,0
GOOGLE,9079,102535204,"Buena flexibilidad horaria, mala gestión de personal.","Flexibilidad horaria con estudios
Beneficios diversos
Ubicación céntrica","Mala gestión de personal
Desconexión forzada del exterior
Alta rotación de staff",5,Agent,2026-01-28 13:15:28.360000+00:00,REGULAR,True,"Lima, Lima Region",4,4,POSITIVE,3,2,eng,"Sueldos más competitivos, métricas más claras, mejor gestión de agentes.",0
GOOGLE,9079,102533740,Great place to work,"Buena empresa para trabajar, flexibles",Algo apartado el lugar de trabajo,5,Content Moderator,2026-01-28 12:07:44.213000+00:00,REGULAR,True,"Bogotá, Bogota",,5,,5,4,eng,n/a,0
GOOGLE,9079,102533647,Emotions and Experience Activity,Fue una actividad muy dinámica y divertida que ayuda a salir de la monotonía y recargar energías para continuar,No veo ningún contra en la actividad,5,Content Moderator,2026-01-28 12:04:14.503000+00:00,REGULAR,True,"Bogotá, Bogota",5,5,POSITIVE,5,5,eng,"No hay ninguno, la actividad fue muy completa",0
GOOGLE,9079,102533622,Buen ambiente laboral,"La empresa cuenta con un buen ambiente laboral, diversas actividades y apoyos.",Dan poco tiempo de break.,5,Operations Customer Expert 1,2026-01-28 12:03:08.967000+00:00,REGULAR,True,"Bogotá, Bogota",4,5,POSITIVE,5,4,eng,Mejorar un poco el tiempo de descanso.,0
GOOGLE,9079,102533610,Excelente,Un excelente ambiente laboral que se preocupa por sus empleados,Más dinamismo respecto a la elección de horarios,5,Content Moderator,2026-01-28 12:02:18.947000+00:00,REGULAR,True,"Bogotá, Bogota",5,5,POSITIVE,5,5,eng,No reducir beneficios para los empleados,0
GOOGLE,9079,102533605,Good laboral environment,Good place to work 👍🏽,"Anything, everything is ok and cool",5,Content Moderator,2026-01-28 12:02:04.830000+00:00,REGULAR,True,"Bogotá, Bogota",5,5,POSITIVE,5,5,eng,n/a,0
GOOGLE,9079,102533578,Excelente ambiente laboral,Las actividades a realizar considero son adecuadas para mantener un espacio laboral sano y activo.,Las actividades podrían incluir el ámbito conversacional para fortalecer el juego y la dinámica.,5,Content Moderator,2026-01-28 12:01:06.477000+00:00,REGULAR,True,"Bogotá, Bogota",5,4,POSITIVE,5,5,eng,Sugiero dedicar un espacio un poco más prolongado para este tipo de dinámicas.,0
GOOGLE,9079,102533570,Tp sup review,"You have excellent benefits as worker in Tp, the work environment is great, the payment is puntual and nice.",Some of the benefits are not working currently.,4,Supervisor,2026-01-28 12:00:38.567000+00:00,CONTRACT,True,"Bogota, Cundinamarca",4,5,POSITIVE,4,3,eng,n/a,0
GOOGLE,9079,102533546,Good laboral enviroment,Pretty good enviroment and people,"Everything was awesome, nothing to complaint",5,,2026-01-28 11:59:41.583000+00:00,REGULAR,True,,5,5,POSITIVE,5,5,eng,No,0
GOOGLE,9079,102533540,Buen ambiente laboral,"Lindas instalaciones y excelente ambiente, muy tranquilo y cómodo",Cómo sugerencia me gustaría más conversación,4,Content Moderator,2026-01-28 11:59:21.727000+00:00,REGULAR,True,,,,,,,eng,n/a,0
GOOGLE,9079,102533529,Great and funny time at work,It's great to have fun at work and know coworkers that can become great friends,There are any cons for this,5,Content Moderator,2026-01-28 11:59:12.573000+00:00,REGULAR,True,"Bogotá, Bogota",5,5,POSITIVE,5,5,eng,Any,0
GOOGLE,9079,102527713,Great if you need just anything and fast,The timeline from applying to getting hired was really fast. The interview was one of the easiest I've experienced as there were no real interview questions. I was only asked about my internet at home and when I could start.,"The company is very disorganized, the training is not as in depth as it should be, and the management team is horrible. There is no communication and they have a fake ""open-door"" policy. The pay is minimum and they try to force you into promotions w/o pay increases.",2,,2026-01-28 07:45:11.813000+00:00,REGULAR,False,,,,,,,eng,n/a,0
GOOGLE,9079,102521047,Feedback,Good environment and echo friendly,"So far my first day, everything was smooth",4,Customer Service Representative (CSR),2026-01-28 01:08:25.723000+00:00,REGULAR,True,,4,4,POSITIVE,4,4,eng,n/a,0
GOOGLE,9079,102515491,Terrible job,"Good training program and instructors,",Terrible work environment. Will let you go for not making sales.,1,,2026-01-27 17:26:22.707000+00:00,REGULAR,False,,,,,,,eng,n/a,0
GOOGLE,9079,102512762,Great Oppurtunity,"Flexible schedule, opportunity to advance, work from home environment.",I would really appreciate more competitive wages.,3,Desktop Support Technician,2026-01-27 14:17:45.170000+00:00,REGULAR,True,"El Paso, TX",,,,,,eng,Consider the workload of a position when considering the pay rate.,0
GOOGLE,9079,102511558,Working at TP,"Guarantee 40 hours
Working environment is great","Not enough OT, but still a great job place to work.",5,Desktop and Site Support Technician II,2026-01-27 13:11:55.100000+00:00,REGULAR,True,"Warren, MI",5,4,POSITIVE,5,5,eng,Keep up with the great work that you do.,0
GOOGLE,9079,102508846,Good starting point,Good work life balance and work hours,Lots of micromanaging with unrealistic expectations and targets,2,Digital Marketing Specialist,2026-01-27 10:58:46.277000+00:00,REGULAR,True,"Toronto, ON",1,1,NEGATIVE,1,5,eng,n/a,0
